Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
1565,B001EU5S9S,A1P9R031II267B,"Victoria Barker Pino ""VdivaPino""",1,1,5,1256688000,Soooooo good!!!,This stuff rocks!!! I've had it at two different spas and I just love it. It's tart and really unusual. A real treat.
1566,B001EU5S9S,A99D068MZX8JT,Natalie,0,0,5,1338681600,New Favorite,This is my husband's new favorite tea! I'm not huge on hibiscus but this does taste good. I'm sure we'll be buying more.
1567,B001EU5S9S,AE1UMHN3TU6NA,Greenie,0,0,5,1331596800,Nice tea...very strong cranberry flavor,Nice tea. I can steep up too 3 times. It has a strong cranberry flavor. Probably would be good as a cold tea. I recommend if you LOVE cranberry.
1568,B001EU5S9S,A1O2F0ZB6JVY0Y,SimpleSunny5,0,0,5,1323648000,Best Tea Ever,"I found this tea 5 years ago, while staying at a Spa Resort in Washington.<br /><br />I absolutely love it! It's herbal, and helps me to relax with its very flavorful taste and color. Great for colds, as well as clearing the sinus. Soothing, beautiful, and delicious!<br /><br />I have ordered this tea every year, from Amazon.com, because the price is amazing, and well worth it. Likewise, I've given it to others as a gift, when I can afford to.<br /><br />This tea is wonderful with honey, sugar, sweetener, or just by itself! A must purchase for every household. Also great for on-the-road, for tea drinkers."
1569,B001EU5S9S,A34OUGLMQCXX1U,LTYoung,0,0,5,1321401600,Delicious!,"Love it, love it, love it!  Both me and my 10 year old drink this herbal tea quite often.  Very tasty!"
1570,B001EU5S9S,A3042WJDYJ22S8,"Sunny Side Up ""CoffeeBuzz""",0,0,5,1314230400,Delicious Cup o' Tea,This is very good tea in an elegant sachet. A little pricier than some but produces a wonderful flavor whether you're drinking it hot or cold.
1573,B001CWZXIY,A2MUGFV2TDQ47K,"Lynrie ""Oh HELL no""",13,13,5,1259452800,High Quality My Dog Enjoys and My Budget Does Too!,"My doggie really likes Newman's Organic better than some other dog foods pet and big-box stores sell. My budget doesn't like Newman's Organic as much as Harmony Farms. It's the compromise that keeps the doggie AND my budget happy.  Because he eats it heartily, I don't worry that he's getting enough high quality food.  Otherwise he won't eat his food and he'll graze in the trash seeking egg shells and bones to fill the void.<br /><br />There's no barfing, digestion problems or accidents. High Quality food means good digestion, a shiny coat, high energy, bright eyes and a good attitude WITHOUT tons of additional elixers, treats or vet bills. A definite cost effective WIN:WIN for doggie AND me.<br /><br />I've had great results with Newman's Dog Food that I orderd through Amazon BUT there's 5 pounds LESS for about the same price.<br /><br />Psst I'm not an organic fanatic, it's the nutritional value that counts for my fur baby and human kids!<br /><br />Update 3/26/2011: Noticed this has jumped to almost THIRTY BUCKS, will opt for Newman's Organic when the costs per pound are the same...my dog likes BOTH Harmony and Newman, my budget likes the one most cost effective at the time of purchase :)<br /><br />Update 5/17/2012: Last batch Of Harmony Farms I ordered had a rancid oil smell when I opened the bag and the pooch wouldn't eat it as readily as he has in the past. He wouldn't eat for a day and started checking out the trash. I subsequently purchased some canned and pouch foods, cooked brown rice etc as mix-ins to ""encourage"" him to make it through this pricey bag. Not sure how this is stored before it arrives to my home, BUT the Texas heat can make anything stale/rancid/yucky quickly. I probably should have called Customer Service but felt the replacement would have the same issue due to the HOT weather here. Definitely exploring hot weather alternatives."
1574,B001CWZXIY,A1UKN7G4AM275R,"Bill Hamilton ""DaBaldGuy""",12,12,5,1248998400,This is great dog food!,"A few years back, prompted by the death of one of our dogs due to an inoperable brain tumor, I switched my dogs to foods without corn.  I was convinced, right or wrong, that my animal died needlessly because of an over usage of steriods prescribed to cure her constant ear infections.  I believe, again right or wrong, that the recurring ear infections were caused by an allergy to corn...which turned out to be the main ingredient in her food!  Sorry, I'll get off my soapbox and address the issue at hand...I found this food by accident.  The only type the store had was the weight loss formula.  Turns out my dogs love it!  I haven't seen them so spunky and full of energy.  I've got a coon hound and two jack russells (mine are not the ""bounce off the wall kind"", mine are mellow, laid back kinda dudes!)  They gobble this stuff up and seem to stay full...no more begging in the kitchen than normal! Everyone's skin seems smoother, eyes are brighter, heck, I think I'll go have a bowl!  All I can say, is if you are looking for a good quality dog food, this is the one for you.  YOU WILL NOT BE DISAPPOINTED!"
1575,B001CWZXIY,A2V10DEH7G5AY2,C. Bostock,11,11,5,1271376000,I would give Harmony Farms extra stars if I could!,"I have a 2 year old Portuguese Water Dog who always seemed to have a sensitive stomach, and a 15 year old Shepherd X dog who was beginning to lose weight, she slept almost all the time, and she was getting very fussy about what she'd eat. (I believe that with a dogs sense of smell they KNOW exactly what is in their food; however they have no choice but to eat what we feed them...just Google what is in most commercial dog foods, and you'll see why your dog may not be thrilled to eat it up...if a dog can detect cancer in a person, they can detect all sorts of other things that aren't supposed to be eaten.) Anyway...I used to feed Purina lamb and rice to my dogs, but I was finding my young Porty was having trouble with it, and my 15 yr old would eat a few bits and then leave her dish. So, I started making their food, and came up with a wonderfully nutritious and tasty recipe. The dogs loved my homemade dog food, and my 15 yr old began putting on weight again, but I didn't always have time to make their food. And, homemade dog food is kind of hard on the wallet. So, I started to research all the natural dog foods out there, compare costs etc. I arrived on Harmony Farms, and guess what...my dogs LOVE it just as much as they love my home made dog food. My young Porty no longer has stomach troubles and she looks great; my 15 yr old finishes her meals and looks for more. Both have shiny coats and energy. No one can believe my old girl is 15 years old. I have told my friends about Harmony Farms dog food, and when they've switched over, they've reported similar positive results. My brother-in-law's dog had always been a very fussy eater, and had skin problems with a thinning coat. When they started to feed her Harmony Farms, she became an eager eater, more happy and outgoing, and her skin and coat condition has completely cleared up (...I'm thinking she had an allergy to whatever was in her other food, which I think was Iams). Other friends have commented on how happy their dogs are at meal time now...and they had all been feeding their dogs premium, top of the line dogs foods AND paying top of the line prices. Harmony Farms products are very reasonably priced. Not the cheapest dog food on the shelf, but, in my opinion, you are buying the best quality food on the market, so it's an incredibly GOOD DEAL! It may also mean you make fewer trips to the veterinarian's office. I and my friends are so happy we have found this food for our dogs. :)"
1576,B001CWZXIY,A11UZ02KXZ6K98,"Erica Christine ""Erica Christine""",5,5,5,1270512000,Awesome!,"My co-worker that does animal rescue brought in a 'Whole Dog Journal' recently and I was astounded at the feature article for that month which covered dog foods, I had been feeding my dog Beneful which is basically just junk food.  I switched her off immediately, hunted around on Amazon to find an all natural food and this fit the bill, shipping was free which was awesome and my dog LOVES the food, I worried about that b/c I've switched her before and she's been uninterested and I've had to top with gravy, etc.<br /><br />Do your research, it will blow your mind what your pets are eating in regular grocery store dog food, it's typically a high ratio of corn which is a filler.  If you want your pet to live a long and healthy life what they're ingesting should be high up on your list.  I'm glad to have the knowledge now and I really wish I'd looked more into this with my two other dogs years and years ago."
1577,B001CWZXIY,A37VANHHWZ4MV8,C. Hayman,5,5,5,1270425600,Quality dog food delivered to your door!,"No more heavy grocery bags for me -- I've just ordered my first bag of Harmony Farms dog food -- and it was delivered to my door by UPS.  The food is excellent quality -- I bought this product based on its healthy ingredients; the dogs love it and I love Amazon for making it so easy to buy!<br /><br />July 2010 - one of my dogs has had bouts of inflammatory bowel disease:  previously she had to have special food from my vet (Royal Canaan Duck & Potato for the past 4+years) -- She has tolerated, even thrived on, the Harmony Farms food w/o any problems. Each bag of Harmony Farms is about $20 cheaper than the Royal Canaan.  Hard to fight.  I am a believer.<br /><br />The canned food is great, too.<br /><br />September 2011 -- my dog who has had inflammatory bowel disease in the past (verified by surgery) has never felt better -- she is a wire and has the energy of a 2 yr old dog (she is 7); she is not on any daily medication.  This HEALTHY WEIGHT FORMULA has helped her to thrive.  Enough protein, not too much fat seem to do the trick. I highly recommend it."
1579,B001CWZXIY,A2844FUDCBLUMZ,R. B. Briggs,3,3,5,1264896000,"The Cat likes it, too!","I was using Castor and Pollux from Amazon for my dog and I decided to try something different.  My dog dug into this dog food right away!  It has helped to maintain her rough coat so that it is softer and smoother.  And this food really helps keep her weight at a healthy level.<br /><br />I catch my cat sneaking over to my dog's food bowl and eating this food, too.  I have to look into getting her some Harmony Farms!  I can do this because Harmony Farms is really good quality food that is affordable."
